3.94482e-08, 3.89205e-08, 3.84033e-08, 3.78963e-08, 3.73993e-08, 3.6912e-08, 3.64342e-08, 
3.59656e-08, 3.5506e-08, 3.50551e-08, 3.46128e-08, 3.41788e-08, 3.37529e-08, 3.33349e-08, 
3.29246e-08, 3.25219e-08, 3.21265e-08, 3.17383e-08, 3.1357e-08, 3.09826e-08, 3.06149e-08, 
3.02536e-08, 2.98987e-08, 2.95501e-08, 2.92075e-08, 2.88708e-08, 2.85399e-08, 2.82147e-08, 
2.78949e-08, 2.75806e-08, 2.72716e-08, 2.69678e-08, 2.66689e-08, 2.63751e-08, 2.6086e-08, 
2.58017e-08, 2.5522e-08, 2.52469e-08, 2.49761e-08, 2.47097e-08, 2.44475e-08, 2.41895e-08, 
2.39356e-08, 2.36856e-08, 2.34395e-08, 2.31972e-08, 2.29587e-08, 2.27238e-08, 2.24926e-08, 
2.22648e-08, 2.20405e-08, 2.18195e-08, 2.16018e-08, 2.13874e-08, 2.11762e-08, 2.09681e-08, 
2.0763e-08, 2.05609e-08, 2.03618e-08, 2.01656e-08, 1.99721e-08, 1.97815e-08, 1.95935e-08, 
1.94082e-08, 1.92256e-08, 1.90455e-08, 1.88679e-08, 1.86928e-08, 1.85201e-08, 1.83498e-08, 
1.81818e-08, 1.80162e-08, 1.78528e-08, 1.76916e-08, 1.75325e-08, 1.73757e-08, 1.72209e-08, 
1.70681e-08, 1.69174e-08, 1.67687e-08, 1.66219e-08, 1.64771e-08, 1.63341e-08, 1.6193e-08, 
1.60537e-08, 1.59162e-08, 1.57804e-08, 1.56464e-08, 1.55141e-08, 1.53835e-08, 1.52545e-08, 
1.51271e-08, 1.50013e-08, 1.4877e-08, 1.47544e-08, 1.46332e-08, 1.45135e-08, 1.43952e-08, 
1.42784e-08, 1.41631e-08, 1.40491e-08, 1.39365e-08, 1.38252e-08, 1.37152e-08, 1.36066e-08, 
1.34993e-08, 1.33932e-08, 1.32883e-08, 1.31847e-08, 1.30823e-08, 1.29811e-08, 1.28811e-08, 
1.27822e-08, 1.26844e-08, 1.25878e-08, 1.24922e-08, 1.23978e-08, 1.23044e-08, 1.2212e-08, 
1.21207e-08, 1.20304e-08, 1.19412e-08, 1.18529e-08, 1.17656e-08, 1.16792e-08, 1.15938e-08, 
1.15093e-08, 1.14258e-08, 1.13431e-08, 1.12614e-08, 1.11805e-08, 1.11005e-08, 1.10214e-08, 
1.0943e-08, 1.08656e-08, 1.07889e-08, 1.07131e-08, 1.0638e-08, 1.05638e-08, 1.04903e-08, 
1.04176e-08, 1.03456e-08, 1.02744e-08, 1.02039e-08, 1.01341e-08, 1.0065e-08, 9.99669e-09, 
9.92903e-09, 9.86206e-09, 9.79576e-09, 9.73012e-09, 9.66515e-09, 9.60082e-09, 9.53713e-09, 
9.47408e-09, 9.41165e-09, 9.34983e-09, 9.28862e-09, 9.22801e-09, 9.16799e-09, 9.10855e-09, 
9.04969e-09, 8.9914e-09, 8.93367e-09, 8.8765e-09, 8.81987e-09, 8.76378e-09, 8.70823e-09, 
8.6532e-09, 8.59869e-09, 8.5447e-09, 8.49121e-09, 8.43822e-09, 8.38573e-09, 8.33372e-09, 
8.2822e-09, 8.23116e-09, 8.18058e-09, 8.13047e-09, 8.08082e-09, 8.03162e-09, 7.98287e-09, 
7.93456e-09, 7.88669e-09, 7.83925e-09, 7.79224e-09, 7.74565e-09, 7.69948e-09, 7.65372e-09, 
7.60836e-09, 7.56341e-09, 7.51885e-09, 7.47469e-09, 7.43091e-09, 7.38752e-09, 7.34451e-09, 
7.30187e-09, 7.2596e-09, 7.2177e-09, 7.17616e-09, 7.13497e-09, 7.09414e-09, 7.05366e-09, 
7.01353e-09, 6.97374e-09, 6.93428e-09, 6.89516e-09, 6.85637e-09, 6.8179e-09, 6.77976e-09, 
6.74194e-09, 6.70443e-09, 6.66724e-09, 6.63035e-09, 6.59377e-09, 6.55749e-09, 6.52151e-09, 
6.48582e-09, 6.45043e-09, 6.41533e-09, 6.38051e-09, 6.34597e-09, 6.31172e-09, 6.27774e-09, 
6.24403e-09, 6.21059e-09, 6.17743e-09, 6.14453e-09, 6.11189e-09, 6.0795e-09, 6.04738e-09, 
6.01551e-09, 5.98389e-09, 5.95252e-09, 5.9214e-09, 5.89052e-09, 5.85988e-09, 5.82947e-09, 
5.79931e-09, 5.76938e-09, 5.73968e-09, 5.7102e-09, 5.68096e-09, 5.65194e-09, 5.62314e-09, 
5.59456e-09, 5.5662e-09, 5.53805e-09, 5.51011e-09, 5.48239e-09, 5.45487e-09, 5.42757e-09, 
5.40046e-09
